conversation_id,feedback
gptchats_58552,helpful
gptchats_58555,helpful
gptchats_58565,not helpful
gptchats_58569,helpful
gptchats_58579,helpful
gptchats_58603,helpful
gptchats_58613,not helpful
gptchats_58616,helpful
gptchats_58633,helpful
gptchats_58636,helpful
gptchats_58655,helpful
gptchats_58672,helpful
gptchats_58689,not helpful
gptchats_58692,helpful
gptchats_58718,helpful
gptchats_58720,helpful
gptchats_58729,helpful
gptchats_58740,helpful
gptchats_58747,helpful
gptchats_58748,helpful
gptchats_58755,helpful
gptchats_58769,helpful
gptchats_58777,helpful
gptchats_58790,helpful
gptchats_58794,helpful
gptchats_58801,helpful
gptchats_58806,not helpful
gptchats_58825,helpful
gptchats_58842,helpful
gptchats_58853,not helpful
gptchats_58877,not helpful
gptchats_58878,helpful
gptchats_58894,helpful
gptchats_58898,helpful
gptchats_58901,helpful
gptchats_58910,helpful
gptchats_58911,helpful
gptchats_58916,helpful
gptchats_58928,helpful
gptchats_58930,helpful
gptchats_58956,not helpful
gptchats_58964,helpful
gptchats_58968,helpful
gptchats_58970,helpful
gptchats_58997,helpful
gptchats_58998,helpful
gptchats_59003,helpful
gptchats_59023,helpful
gptchats_59031,not helpful
gptchats_59085,helpful
gptchats_59093,helpful
gptchats_59100,helpful
gptchats_59136,helpful
gptchats_59138,not helpful
gptchats_59146,helpful
gptchats_59148,helpful
gptchats_59165,helpful
gptchats_59185,helpful
gptchats_59188,helpful
gptchats_59189,helpful
gptchats_59193,helpful
gptchats_59195,helpful
gptchats_59216,helpful
gptchats_59258,not helpful
gptchats_59261,helpful
gptchats_59271,helpful
gptchats_59279,helpful
gptchats_59298,not helpful
gptchats_59310,helpful
gptchats_59316,helpful
gptchats_59320,helpful
gptchats_59327,helpful
gptchats_59332,helpful
gptchats_59333,helpful
gptchats_59336,helpful
gptchats_59340,not helpful
gptchats_59341,helpful
gptchats_59344,helpful
gptchats_59347,helpful
gptchats_59348,not helpful
gptchats_59356,helpful
gptchats_59369,helpful
gptchats_59383,helpful
gptchats_59390,helpful
gptchats_59400,helpful
gptchats_59405,helpful
gptchats_59408,helpful
gptchats_59411,helpful
gptchats_59415,helpful
gptchats_59430,helpful
gptchats_59438,not helpful
gptchats_59441,helpful
gptchats_59445,helpful
gptchats_59451,helpful
gptchats_59464,helpful
gptchats_59465,helpful
gptchats_59468,not helpful
gptchats_59477,helpful
gptchats_59494,helpful
gptchats_59496,helpful
gptchats_59503,helpful
gptchats_59511,not helpful
gptchats_59516,not helpful
gptchats_59517,helpful
gptchats_59519,helpful
gptchats_59526,helpful
gptchats_59534,helpful
gptchats_59541,helpful
gptchats_59548,not helpful
gptchats_59578,helpful
gptchats_59591,helpful
gptchats_59595,helpful
gptchats_59597,helpful
gptchats_59604,not helpful
gptchats_59607,helpful
gptchats_59610,helpful
gptchats_59617,helpful
gptchats_59633,not helpful
gptchats_59644,helpful
gptchats_59646,helpful
gptchats_59647,not helpful
gptchats_59648,helpful
gptchats_59651,helpful
gptchats_59652,helpful
gptchats_59662,helpful
gptchats_59676,helpful
gptchats_59677,helpful
gptchats_59678,helpful
gptchats_59684,helpful
gptchats_59687,helpful
gptchats_59703,helpful
gptchats_59705,helpful
gptchats_59718,not helpful
gptchats_59747,helpful
gptchats_59754,not helpful
gptchats_59765,helpful
gptchats_59782,helpful
gptchats_59794,helpful
gptchats_59821,not helpful
gptchats_59824,helpful
gptchats_59827,helpful
gptchats_59834,not helpful
gptchats_59837,helpful
gptchats_59850,helpful
gptchats_59855,helpful
gptchats_59871,not helpful
gptchats_59877,helpful
gptchats_59880,helpful
gptchats_59893,helpful
gptchats_59903,helpful
gptchats_59905,helpful
gptchats_59907,helpful
gptchats_59908,helpful
gptchats_59915,helpful
gptchats_59917,helpful
gptchats_59918,helpful
gptchats_59919,helpful
gptchats_59925,not helpful
gptchats_59928,helpful
gptchats_59931,helpful
gptchats_59933,helpful
gptchats_59942,helpful
gptchats_59943,helpful
gptchats_59969,helpful
gptchats_59973,helpful
gptchats_59974,helpful
gptchats_59977,helpful
gptchats_59978,helpful
gptchats_59987,helpful
gptchats_60017,helpful
gptchats_60021,helpful
gptchats_60023,helpful
gptchats_60030,helpful
gptchats_60034,helpful
gptchats_60037,helpful
gptchats_60038,helpful
gptchats_60052,helpful
gptchats_60055,helpful
gptchats_60057,helpful
gptchats_60064,helpful
gptchats_60070,helpful
gptchats_60079,not helpful
gptchats_60083,helpful
gptchats_60090,helpful
gptchats_60094,helpful
gptchats_60097,helpful
gptchats_60101,helpful
gptchats_60110,helpful
gptchats_60120,helpful
gptchats_60123,helpful
gptchats_60129,helpful
gptchats_60130,helpful
gptchats_60151,helpful
gptchats_60153,helpful
gptchats_60168,not helpful
gptchats_60178,helpful
gptchats_60189,helpful
gptchats_60193,helpful
gptchats_60200,helpful
gptchats_60207,helpful
gptchats_60227,helpful
gptchats_60235,helpful
gptchats_60238,helpful
gptchats_60243,helpful
gptchats_60244,helpful
gptchats_60252,helpful
gptchats_60254,helpful
gptchats_60256,not helpful
gptchats_60258,helpful
gptchats_60259,helpful
gptchats_60280,helpful
gptchats_60281,helpful
gptchats_60287,helpful
gptchats_60301,helpful
gptchats_60306,not helpful
gptchats_60307,helpful
gptchats_60310,helpful
gptchats_60319,helpful
gptchats_60324,helpful
gptchats_60332,helpful
gptchats_60334,helpful
gptchats_60344,helpful
gptchats_60354,helpful
gptchats_60365,helpful
gptchats_60375,helpful
gptchats_60382,helpful
gptchats_60383,helpful
gptchats_60388,not helpful
gptchats_60396,helpful
gptchats_60398,helpful
gptchats_60403,helpful
gptchats_60410,helpful
gptchats_60413,helpful
gptchats_60423,helpful
gptchats_60428,helpful
gptchats_60433,helpful
gptchats_60442,helpful
gptchats_60455,helpful
gptchats_60459,helpful
gptchats_60460,helpful
gptchats_60462,helpful
gptchats_60465,helpful
gptchats_60470,helpful
gptchats_60476,helpful
gptchats_60488,helpful
gptchats_60490,helpful
gptchats_60493,helpful
gptchats_60494,helpful
gptchats_60498,helpful
gptchats_60503,helpful
gptchats_60518,helpful
gptchats_60519,helpful
gptchats_60521,helpful
gptchats_60528,helpful
gptchats_60532,helpful
gptchats_60539,not helpful
gptchats_60548,helpful
gptchats_60564,helpful
gptchats_60583,not helpful
gptchats_60595,helpful
gptchats_60605,helpful
gptchats_60607,helpful
gptchats_60622,helpful
gptchats_60626,helpful
gptchats_60628,helpful
gptchats_60630,not helpful
gptchats_60631,helpful
gptchats_60632,helpful
gptchats_60642,helpful
gptchats_60649,helpful
gptchats_60651,helpful
gptchats_60656,helpful
gptchats_60658,helpful
gptchats_60668,helpful
gptchats_60669,helpful
gptchats_60674,helpful
gptchats_60725,helpful
gptchats_60730,helpful
gptchats_60747,helpful
gptchats_60748,helpful
gptchats_60756,helpful
gptchats_60766,helpful
gptchats_60768,helpful
gptchats_60770,helpful
gptchats_60773,helpful
gptchats_60779,helpful
gptchats_60786,helpful
gptchats_60787,helpful
gptchats_60789,helpful
gptchats_60790,not helpful
gptchats_60807,helpful
gptchats_60810,helpful
gptchats_60849,helpful
gptchats_60850,helpful
gptchats_60855,helpful
gptchats_60858,helpful
gptchats_60859,helpful
gptchats_60862,helpful
gptchats_60868,helpful
gptchats_60870,helpful
gptchats_60872,helpful
gptchats_60877,helpful
gptchats_60888,helpful
gptchats_60894,helpful
gptchats_60901,helpful
gptchats_60908,helpful
gptchats_60916,helpful
gptchats_60920,helpful
gptchats_60928,helpful
gptchats_60929,helpful
gptchats_60933,helpful
gptchats_60939,helpful
gptchats_60944,helpful
gptchats_60947,helpful
gptchats_60964,helpful
gptchats_60970,helpful
gptchats_60981,helpful
gptchats_60986,helpful
gptchats_60992,helpful
gptchats_60997,helpful
gptchats_61009,helpful
gptchats_61011,helpful
gptchats_61013,helpful
gptchats_61021,helpful
gptchats_61029,not helpful
gptchats_61032,helpful
gptchats_61033,helpful
gptchats_61034,helpful
gptchats_61041,helpful
gptchats_61048,helpful
gptchats_61053,helpful
gptchats_61064,helpful
gptchats_61077,helpful
gptchats_61084,helpful
gptchats_61088,helpful
gptchats_61089,helpful
gptchats_61102,helpful
gptchats_61105,helpful
gptchats_61108,not helpful
gptchats_61109,helpful
gptchats_61123,helpful
gptchats_61129,helpful
gptchats_61142,not helpful
gptchats_61157,helpful
gptchats_61159,helpful
gptchats_61181,helpful
gptchats_61183,helpful
gptchats_61186,helpful
gptchats_61187,helpful
gptchats_61190,helpful
gptchats_61197,helpful
gptchats_61198,helpful
gptchats_61209,helpful
gptchats_61212,helpful
gptchats_61215,not helpful
gptchats_61220,helpful
gptchats_61221,helpful
gptchats_61223,helpful
gptchats_61224,helpful
gptchats_61231,helpful
gptchats_61232,helpful
gptchats_61237,helpful
gptchats_61245,helpful
gptchats_61252,helpful
gptchats_61258,helpful
gptchats_61264,helpful
gptchats_61272,helpful
gptchats_61276,helpful
gptchats_61279,helpful
gptchats_61280,helpful
gptchats_61281,helpful
gptchats_61282,helpful
gptchats_61290,helpful
gptchats_61291,helpful
gptchats_61294,helpful
gptchats_61295,helpful
gptchats_61316,helpful
gptchats_61320,helpful
gptchats_61329,helpful
gptchats_61333,helpful
gptchats_61336,helpful
gptchats_61349,helpful
gptchats_61350,helpful
gptchats_61358,not helpful
gptchats_61370,helpful
gptchats_61372,helpful
gptchats_61381,helpful
gptchats_61391,helpful
gptchats_61400,helpful
gptchats_61430,helpful
gptchats_61432,helpful
gptchats_61436,helpful
gptchats_61450,helpful
gptchats_61451,helpful
gptchats_61452,helpful
gptchats_61459,helpful
gptchats_61462,helpful
gptchats_61478,helpful
gptchats_61480,helpful
gptchats_61482,not helpful
gptchats_61484,helpful
gptchats_61485,helpful
gptchats_61486,helpful
gptchats_61492,not helpful
gptchats_61496,helpful
gptchats_61499,helpful
gptchats_61502,helpful
gptchats_61510,not helpful
gptchats_61518,helpful
gptchats_61522,helpful
gptchats_61531,helpful
gptchats_61532,helpful
gptchats_61533,helpful
gptchats_61542,helpful
gptchats_61544,helpful
gptchats_61547,not helpful
gptchats_61548,helpful
gptchats_61555,helpful
gptchats_61569,not helpful
gptchats_61570,helpful
gptchats_61574,not helpful
gptchats_61578,helpful
gptchats_61581,helpful
gptchats_61589,helpful
gptchats_61591,helpful
gptchats_61597,helpful
gptchats_61618,helpful
gptchats_61624,helpful
gptchats_61631,helpful
gptchats_61640,helpful
gptchats_61646,helpful
gptchats_61649,helpful
gptchats_61656,helpful
gptchats_61659,helpful
gptchats_61661,helpful
gptchats_61662,helpful
gptchats_61672,helpful
gptchats_61673,helpful
gptchats_61682,not helpful
gptchats_61683,helpful
gptchats_61688,not helpful
gptchats_61690,helpful
gptchats_61694,helpful
gptchats_61697,helpful
gptchats_61700,helpful
gptchats_61703,helpful
gptchats_61704,helpful
gptchats_61706,helpful
gptchats_61709,helpful
gptchats_61711,helpful
gptchats_61715,helpful
gptchats_61722,helpful
gptchats_61725,helpful
gptchats_61728,helpful
gptchats_61731,helpful
gptchats_61735,helpful
gptchats_61738,helpful
gptchats_61744,helpful
gptchats_61746,helpful
gptchats_61753,helpful
gptchats_61754,helpful
gptchats_61766,helpful
gptchats_61772,helpful
gptchats_61774,not helpful
gptchats_61775,helpful
gptchats_61778,helpful
gptchats_61781,helpful
gptchats_61784,helpful
gptchats_61802,helpful
gptchats_61810,helpful
gptchats_61818,helpful
gptchats_61821,helpful
gptchats_61825,not helpful
gptchats_61827,helpful
gptchats_61832,helpful
gptchats_61836,helpful
gptchats_61837,helpful
gptchats_61838,helpful
gptchats_61843,helpful
gptchats_61848,helpful
gptchats_61851,helpful
gptchats_61854,helpful
gptchats_61855,helpful
gptchats_61861,helpful
gptchats_61864,helpful
gptchats_61871,helpful
gptchats_61873,helpful
gptchats_61881,helpful
gptchats_61882,helpful
gptchats_61890,helpful
gptchats_61892,helpful
gptchats_61895,helpful
gptchats_61898,helpful
gptchats_61900,helpful
gptchats_61905,helpful
gptchats_61908,helpful
gptchats_61909,helpful
gptchats_61916,not helpful
gptchats_61920,helpful
gptchats_61925,helpful
gptchats_61947,helpful
gptchats_61974,helpful
gptchats_61990,helpful
gptchats_61993,helpful
gptchats_61996,not helpful
gptchats_62002,helpful
gptchats_62005,helpful
gptchats_62006,helpful
gptchats_62008,helpful
gptchats_62013,helpful
gptchats_62018,helpful
gptchats_62025,helpful
gptchats_62026,helpful
gptchats_62027,helpful
gptchats_62033,helpful
gptchats_62034,not helpful
gptchats_62037,helpful
gptchats_62040,helpful
gptchats_62052,helpful
gptchats_62053,helpful
gptchats_62054,helpful
gptchats_62063,helpful
gptchats_62064,helpful
gptchats_62076,helpful
gptchats_62083,helpful
gptchats_62087,helpful
gptchats_62088,helpful
gptchats_62089,helpful
gptchats_62096,helpful
gptchats_62099,helpful
gptchats_62102,helpful
gptchats_62104,helpful
gptchats_62106,helpful
gptchats_62112,helpful
gptchats_62114,helpful
gptchats_62115,helpful
gptchats_62119,not helpful
gptchats_62123,helpful
gptchats_62126,helpful
gptchats_62131,not helpful
gptchats_62132,helpful
gptchats_62143,helpful
gptchats_62144,helpful
gptchats_62145,helpful
gptchats_62148,helpful
gptchats_62151,helpful
gptchats_62152,helpful
gptchats_62176,helpful
gptchats_62177,helpful
gptchats_62178,helpful
gptchats_62179,helpful
gptchats_62180,helpful
gptchats_62182,helpful
gptchats_62184,helpful
gptchats_62188,helpful
gptchats_62193,helpful
gptchats_62208,helpful
gptchats_62211,helpful
gptchats_62227,helpful
gptchats_62228,helpful
gptchats_62233,helpful
gptchats_62236,helpful
gptchats_62237,not helpful
gptchats_62240,helpful
gptchats_62242,helpful
gptchats_62253,helpful
gptchats_62257,helpful
gptchats_62259,helpful
gptchats_62261,helpful
gptchats_62263,helpful
gptchats_62271,helpful
gptchats_62275,not helpful
gptchats_62278,helpful
gptchats_62279,helpful
gptchats_62285,helpful
gptchats_62290,helpful
gptchats_62291,helpful
gptchats_62292,helpful
gptchats_62294,helpful
gptchats_62297,helpful
gptchats_62299,not helpful
gptchats_62309,not helpful
gptchats_62312,helpful
gptchats_62315,helpful
gptchats_62317,helpful
gptchats_62320,helpful
gptchats_62321,helpful
gptchats_62325,helpful
gptchats_62330,not helpful
gptchats_62335,helpful
gptchats_62340,helpful
gptchats_62342,helpful
gptchats_62343,not helpful
gptchats_62344,helpful
gptchats_62346,helpful
gptchats_62349,helpful
gptchats_62355,helpful
gptchats_62357,helpful
gptchats_62361,helpful
gptchats_62362,helpful
gptchats_62364,helpful
gptchats_62367,helpful
gptchats_62384,not helpful
gptchats_62385,helpful
gptchats_62390,not helpful
gptchats_62391,helpful
gptchats_62392,helpful
gptchats_62396,helpful
gptchats_62397,helpful
gptchats_62398,helpful
gptchats_62399,not helpful
gptchats_62401,helpful
gptchats_62402,helpful
gptchats_62405,helpful
gptchats_62419,not helpful
gptchats_62420,helpful
gptchats_62421,helpful
gptchats_62423,helpful
gptchats_62425,helpful
gptchats_62427,not helpful
gptchats_62430,helpful
gptchats_62432,helpful
gptchats_62433,helpful
gptchats_62436,helpful
gptchats_62441,helpful
gptchats_62443,helpful
gptchats_62445,helpful
gptchats_62446,helpful
gptchats_62449,helpful
gptchats_62451,helpful
gptchats_62456,helpful
gptchats_62457,helpful
gptchats_62461,helpful
gptchats_62462,helpful
gptchats_62463,helpful
gptchats_62464,helpful
gptchats_62466,helpful
gptchats_62468,not helpful
gptchats_62470,helpful
gptchats_62483,helpful
gptchats_62484,helpful
gptchats_62487,helpful
gptchats_62489,helpful
gptchats_62495,helpful
gptchats_62501,helpful
gptchats_62509,helpful
gptchats_62555,helpful
gptchats_62559,helpful
gptchats_62562,helpful
gptchats_62572,helpful
gptchats_62573,helpful
gptchats_62576,helpful
gptchats_62577,helpful
gptchats_62582,helpful
gptchats_62583,helpful
gptchats_62584,helpful
gptchats_62586,helpful
gptchats_62588,helpful
gptchats_62590,helpful
gptchats_62591,helpful
gptchats_62593,helpful
gptchats_62600,not helpful
gptchats_62602,helpful
gptchats_62605,helpful
gptchats_62610,helpful
gptchats_62615,helpful
gptchats_62621,helpful
gptchats_62622,helpful
gptchats_62625,helpful
gptchats_62629,helpful
gptchats_62631,helpful
gptchats_62632,helpful
gptchats_62633,helpful
gptchats_62635,helpful
gptchats_62641,helpful
gptchats_62646,helpful
gptchats_62647,helpful
gptchats_62653,helpful
gptchats_62654,not helpful
gptchats_62658,helpful
gptchats_62661,helpful
gptchats_62666,helpful
gptchats_62671,helpful
gptchats_62674,helpful
gptchats_62678,helpful
gptchats_62683,helpful
gptchats_62684,helpful
gptchats_62687,helpful
gptchats_62694,helpful
gptchats_62696,helpful
gptchats_62700,helpful
gptchats_62701,helpful
gptchats_62702,not helpful
gptchats_62705,helpful
gptchats_62712,helpful
gptchats_62717,helpful
gptchats_62719,helpful
gptchats_62725,helpful
gptchats_62735,helpful
gptchats_62736,helpful
gptchats_62740,not helpful
gptchats_62741,helpful
gptchats_62742,helpful
gptchats_62748,helpful
gptchats_62750,helpful
gptchats_62751,helpful
gptchats_62756,not helpful
gptchats_62775,helpful
gptchats_62777,helpful
gptchats_62778,helpful
gptchats_62782,helpful
gptchats_62786,not helpful
gptchats_62787,helpful
gptchats_62790,helpful
gptchats_62798,helpful
gptchats_62800,helpful
gptchats_62801,helpful
gptchats_62803,helpful
gptchats_62816,helpful
gptchats_62825,helpful
gptchats_62837,helpful
gptchats_62845,helpful
gptchats_62847,helpful
gptchats_62848,helpful
gptchats_62849,helpful
gptchats_62853,helpful
gptchats_62860,helpful
gptchats_62863,helpful
gptchats_62877,not helpful
gptchats_62878,helpful
gptchats_62879,helpful
gptchats_62880,helpful
gptchats_62882,helpful
gptchats_62889,helpful
gptchats_62898,helpful
gptchats_62901,helpful
gptchats_62908,helpful
gptchats_62925,helpful
gptchats_62934,helpful
gptchats_62948,helpful
gptchats_62949,helpful
gptchats_62951,helpful
gptchats_62952,helpful
gptchats_62954,helpful
gptchats_62956,helpful
gptchats_62959,helpful
gptchats_62972,helpful
gptchats_62974,helpful
gptchats_62975,helpful
gptchats_62976,helpful
gptchats_62979,helpful
gptchats_62980,helpful
gptchats_62981,helpful
gptchats_62985,helpful
gptchats_62987,helpful
gptchats_62991,helpful
gptchats_62993,helpful
gptchats_62998,helpful
gptchats_63002,helpful
gptchats_63006,helpful
gptchats_63008,helpful
gptchats_63009,helpful
gptchats_63016,helpful
gptchats_63019,helpful
gptchats_63021,helpful
gptchats_63022,helpful
gptchats_63023,helpful
gptchats_63027,helpful
gptchats_63028,helpful
gptchats_63029,helpful
gptchats_63030,helpful
gptchats_63032,helpful
gptchats_63035,helpful
gptchats_63047,helpful
gptchats_63056,helpful
gptchats_63062,helpful
gptchats_63063,helpful
gptchats_63072,not helpful
gptchats_63073,helpful
gptchats_63074,helpful
gptchats_63079,helpful
gptchats_63084,helpful
gptchats_63086,helpful
gptchats_63090,not helpful
gptchats_63091,helpful
gptchats_63092,helpful
gptchats_63096,helpful
gptchats_63098,helpful
gptchats_63517,helpful
gptchats_63632,helpful
gptchats_63937,helpful
gptchats_64121,helpful
gptchats_64122,helpful
gptchats_64124,helpful
gptchats_64130,helpful
gptchats_64133,helpful
gptchats_64136,helpful
gptchats_64138,helpful
gptchats_64140,helpful
gptchats_64145,helpful
gptchats_64146,not helpful
gptchats_64295,helpful
gptchats_64298,helpful
gptchats_64311,helpful
gptchats_64316,helpful
gptchats_64322,helpful
gptchats_64323,helpful
gptchats_64324,helpful
gptchats_64327,helpful
gptchats_64329,helpful
gptchats_64330,not helpful
gptchats_64331,helpful
gptchats_64333,helpful
gptchats_64337,helpful
gptchats_64339,helpful
gptchats_64343,helpful
gptchats_64345,helpful
gptchats_64347,helpful
gptchats_64348,helpful
gptchats_64354,helpful
gptchats_64355,helpful
gptchats_64356,not helpful
gptchats_64360,helpful
gptchats_64361,helpful
gptchats_64364,helpful
gptchats_64365,helpful
gptchats_64366,helpful
gptchats_64367,helpful
gptchats_64377,not helpful
gptchats_64387,not helpful
gptchats_64390,helpful
gptchats_64393,helpful
gptchats_64404,helpful
gptchats_64411,helpful
gptchats_64416,helpful
gptchats_64420,helpful
gptchats_64421,helpful
gptchats_64423,helpful
gptchats_64426,helpful
gptchats_64427,helpful
gptchats_64432,helpful
gptchats_64434,helpful
gptchats_64436,helpful
gptchats_64442,helpful
gptchats_64445,helpful
gptchats_64448,helpful
gptchats_64452,helpful
gptchats_64457,helpful
gptchats_64460,helpful
gptchats_64461,helpful
gptchats_64465,helpful
gptchats_64472,helpful
gptchats_64474,helpful
gptchats_64476,helpful
gptchats_64482,helpful
gptchats_64487,helpful
gptchats_64488,helpful
gptchats_64490,helpful
gptchats_64493,helpful
gptchats_64494,helpful
gptchats_64495,helpful
gptchats_64496,helpful
gptchats_64498,helpful
gptchats_64499,not helpful
gptchats_64502,helpful
gptchats_64509,helpful
gptchats_64511,helpful
gptchats_64518,helpful
gptchats_64519,helpful
gptchats_64524,helpful
gptchats_64527,helpful
gptchats_64531,helpful
gptchats_64540,helpful
gptchats_64545,helpful
gptchats_64546,helpful
gptchats_64553,helpful
gptchats_64557,helpful
gptchats_64563,helpful
gptchats_64566,helpful
gptchats_64567,helpful
gptchats_64569,helpful
gptchats_64576,helpful
gptchats_64583,helpful
gptchats_64584,not helpful
gptchats_64585,helpful
gptchats_64588,helpful
gptchats_64592,helpful
gptchats_64596,helpful
gptchats_64634,helpful
gptchats_64637,helpful
gptchats_64643,not helpful
gptchats_64649,helpful
gptchats_64653,helpful
gptchats_64655,helpful
gptchats_64656,helpful
gptchats_64657,helpful
gptchats_64658,not helpful
gptchats_64659,helpful
gptchats_64662,not helpful
gptchats_64670,helpful
gptchats_64671,helpful
gptchats_64672,helpful
gptchats_64677,helpful
gptchats_64679,helpful
gptchats_64682,not helpful
gptchats_64687,helpful
gptchats_64689,helpful
gptchats_64692,helpful
gptchats_64694,helpful
gptchats_64696,helpful
gptchats_64700,helpful
gptchats_64702,helpful
gptchats_64703,helpful
gptchats_64714,helpful
gptchats_64728,helpful
gptchats_64739,helpful
gptchats_64746,not helpful
gptchats_64763,helpful
gptchats_64764,helpful
gptchats_64765,helpful
gptchats_64768,helpful
gptchats_64770,helpful
gptchats_64771,helpful
gptchats_64773,helpful
gptchats_64776,helpful
gptchats_64784,helpful
gptchats_64788,helpful
gptchats_64791,helpful
gptchats_64792,helpful
gptchats_64793,not helpful
gptchats_64795,helpful
gptchats_64799,helpful
gptchats_64800,helpful
gptchats_64803,helpful
gptchats_64810,helpful
gptchats_64812,helpful
gptchats_64813,helpful
gptchats_64817,helpful
gptchats_64826,helpful
gptchats_64827,helpful
gptchats_64832,helpful
gptchats_64844,helpful
gptchats_64846,helpful
gptchats_64847,helpful
gptchats_64848,helpful
gptchats_64851,helpful
gptchats_64855,helpful
gptchats_64858,not helpful
gptchats_64863,helpful
gptchats_64865,helpful
gptchats_64900,helpful
gptchats_64909,helpful
gptchats_64912,helpful
gptchats_64914,helpful
gptchats_64916,helpful
gptchats_64919,helpful
gptchats_64927,helpful
gptchats_64928,helpful
gptchats_64932,helpful
gptchats_64934,helpful
gptchats_64937,helpful
gptchats_64938,helpful
gptchats_64940,helpful
gptchats_64947,not helpful
gptchats_64949,helpful
gptchats_64951,helpful
gptchats_64952,helpful
gptchats_64953,helpful
gptchats_64958,helpful
gptchats_64966,helpful
gptchats_64969,helpful
gptchats_64973,helpful
gptchats_64984,helpful
gptchats_64986,helpful
gptchats_64993,helpful
gptchats_64996,helpful
gptchats_64999,helpful
gptchats_65003,helpful
gptchats_65004,helpful
gptchats_65008,helpful
gptchats_65009,helpful
gptchats_65012,helpful
gptchats_65020,not helpful
gptchats_65021,helpful
gptchats_65025,helpful
gptchats_65026,not helpful
gptchats_65027,helpful
gptchats_65030,helpful
gptchats_65031,helpful
gptchats_65034,helpful
gptchats_65038,helpful
gptchats_65039,helpful
gptchats_65042,helpful
gptchats_65047,not helpful
gptchats_65048,helpful
gptchats_65051,helpful
gptchats_65052,helpful
gptchats_65053,helpful
gptchats_65057,helpful
gptchats_65058,helpful
gptchats_65060,helpful
gptchats_65066,helpful
gptchats_65067,helpful
gptchats_65069,helpful
gptchats_65070,helpful
gptchats_65072,helpful
gptchats_65073,helpful
gptchats_65082,helpful
gptchats_65092,helpful
gptchats_65094,helpful
gptchats_65099,not helpful
gptchats_65106,helpful
gptchats_65114,helpful
gptchats_65115,helpful
gptchats_65116,helpful
gptchats_65118,helpful
gptchats_65125,helpful
gptchats_65128,helpful
gptchats_65131,helpful
gptchats_65136,helpful
gptchats_65138,helpful
gptchats_65143,helpful
gptchats_65148,helpful
gptchats_65151,helpful
gptchats_65154,helpful
gptchats_65156,helpful
gptchats_65159,helpful
gptchats_65160,helpful
gptchats_65161,helpful
gptchats_65164,helpful
gptchats_65165,helpful
gptchats_65170,not helpful
gptchats_65175,helpful
gptchats_65176,not helpful
gptchats_65179,helpful
gptchats_65182,helpful
gptchats_65183,helpful
gptchats_65190,helpful
gptchats_65191,helpful
gptchats_65193,helpful
gptchats_65200,helpful
gptchats_65201,helpful
gptchats_65202,helpful
gptchats_65205,helpful
gptchats_65207,helpful
gptchats_65209,helpful
gptchats_65210,helpful
gptchats_65217,not helpful
gptchats_65218,helpful
gptchats_65222,helpful
gptchats_65224,helpful
gptchats_65225,helpful
gptchats_65228,helpful
gptchats_65235,helpful
gptchats_65240,helpful
gptchats_65242,helpful
gptchats_65243,helpful
gptchats_65245,helpful
gptchats_65246,helpful
gptchats_65247,helpful
gptchats_65250,not helpful
gptchats_65253,helpful
gptchats_65259,helpful
gptchats_65265,helpful
gptchats_65270,helpful
gptchats_65272,helpful
gptchats_65274,helpful
gptchats_65286,helpful
gptchats_65287,helpful
gptchats_65290,helpful
gptchats_65306,helpful
gptchats_65314,helpful
gptchats_65317,helpful
gptchats_65320,helpful
gptchats_65322,helpful
gptchats_65327,not helpful
gptchats_65338,helpful
gptchats_65339,helpful
gptchats_65340,helpful
gptchats_65343,helpful
gptchats_65352,helpful
gptchats_65358,helpful
gptchats_65362,helpful
gptchats_65363,helpful
gptchats_65366,helpful
gptchats_65370,helpful
gptchats_65371,helpful
gptchats_65384,helpful
gptchats_65386,helpful
gptchats_65388,helpful
gptchats_65389,helpful
gptchats_65391,helpful
gptchats_65406,not helpful
gptchats_65410,helpful
gptchats_65416,helpful
gptchats_65424,helpful
gptchats_65428,helpful
gptchats_65429,helpful
gptchats_65433,helpful
gptchats_65435,helpful
gptchats_65439,helpful
gptchats_65443,not helpful
gptchats_65447,not helpful
gptchats_65451,helpful
gptchats_65452,helpful
gptchats_65454,helpful
gptchats_65457,helpful
gptchats_65466,helpful
gptchats_65468,helpful
gptchats_65469,helpful
gptchats_65478,helpful
gptchats_65479,helpful
gptchats_65481,helpful
gptchats_65482,helpful
gptchats_65483,helpful
gptchats_65484,helpful
gptchats_65493,helpful
gptchats_65494,helpful
gptchats_65502,helpful
gptchats_65510,helpful
gptchats_65511,helpful
gptchats_65513,not helpful
gptchats_65519,helpful
gptchats_65522,helpful
gptchats_65523,helpful
gptchats_65525,helpful
gptchats_65534,helpful
gptchats_65537,helpful
gptchats_65542,helpful
gptchats_65549,helpful
gptchats_65556,helpful
gptchats_65562,helpful
gptchats_65563,helpful
gptchats_65567,helpful
gptchats_65571,helpful
gptchats_65575,helpful
gptchats_65582,helpful
gptchats_65584,helpful
gptchats_65586,helpful
gptchats_65588,helpful
gptchats_65603,helpful
gptchats_65604,helpful
gptchats_65608,helpful
gptchats_65619,helpful
gptchats_65625,helpful
gptchats_65626,helpful
gptchats_65629,helpful
gptchats_65631,helpful
gptchats_65632,helpful
gptchats_65642,helpful
gptchats_65647,helpful
gptchats_65652,helpful
gptchats_65671,helpful
gptchats_65673,helpful
gptchats_65680,helpful
gptchats_65681,helpful
gptchats_65682,helpful
